ID,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales
361,Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,3.03
362,The Getaway,PS2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,3.05
363,Tomb Raider III: Adventures of Lara Croft,PS,1997,Action,Eidos Interactive,1.66,1.58,0.12,3.36
364,James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,3.13
365,LEGO Star Wars: The Video Game,PS2,2005,Action,Eidos Interactive,1.98,1.14,0.01,3.13
366,Battlefield 4,X360,2013,Shooter,Electronic Arts,2.14,1.08,0.02,3.24
367,FIFA Soccer 11,X360,2010,Sports,Electronic Arts,0.71,2.4,0.02,3.13
368,Rugrats in Paris: The Movie,PS,2000,Action,THQ,1.96,1.33,0,3.29
369,Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,3.36
370,Left 4 Dead,X360,2008,Shooter,Electronic Arts,2.66,0.5,0.05,3.21
371,Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Sega,1.22,1.66,0.27,3.15
372,Resident Evil 5,X360,2009,Action,Capcom,2.11,0.94,0.12,3.17
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,1.17,0.5,1.75,3.42
374,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2.84,0.39,0.03,3.26
375,Kung Fu,NES,1985,Action,Nintendo,1.64,0.38,1.42,3.44
376,Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,2.2,0.97,0.02,3.19
377,Clubhouse Games,DS,2006,Misc,Nintendo,0.59,1.83,0.73,3.15
378,FIFA Soccer 2004,PS2,N/A,Sports,Electronic Arts,0.59,2.36,0.04,2.99
379,Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts,1.94,1.22,0.02,3.18
380,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2.09,1.02,0.04,3.15
381,Guitar Hero: On Tour,DS,2008,Misc,Activision,2.11,1.01,0.01,3.13
382,Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2.26,0.89,0,3.15
383,Far Cry 3,PS3,2012,Shooter,Ubisoft,0.88,1.75,0.1,2.73
384,Monster Hunter 4,3DS,2013,Role-Playing,Capcom,0,0,3.44,3.44
385,Borderlands,X360,2009,Shooter,Take-Two Interactive,2.39,0.73,0.03,3.15
386,Tekken 4,PS2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,3.15
387,Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.34,1.54,0.17,3.05
388,LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,1.82,1.07,0.06,2.95
389,Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,1.13,2.07,0,3.2
390,Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,0.86,0,2.55,3.41
391,Spider-Man 2,PS2,2004,Action,Activision,1.75,1.2,0.02,2.97
392,F-1 Race,GB,1990,Racing,Nintendo,1.73,0.69,0.59,3.01
393,FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,0.46,2.28,0.05,2.79
394,Crash Bash,PS,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,3.22
395,LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0,3.06
396,Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,1.08,1.35,0.48,2.91
397,The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,1.43,0.94,0.74,3.11
398,WWF War Zone,PS,1998,Fighting,Acclaim Entertainment,2.47,0.76,0,3.23
399,The Legend of Zelda: Majora's Mask,N64,2000,Action,Nintendo,1.9,0.67,0.73,3.3
400,Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,0.65,1.61,0.82,3.08
401,Rugrats: Search For Reptar,PS,1998,Adventure,THQ,1.63,1.53,0,3.16
402,Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,1.9,1.14,0.01,3.05
403,English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,0,0.99,2.32,3.31
404,James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,2.86
405,Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,3.02
406,Mario Party 9,Wii,2012,Misc,Nintendo,1.15,1.17,0.76,3.08
408,Max Payne,PS2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,3.09
409,The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,1.5,1.28,0.05,2.83
410,Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,0.8,1.92,0.06,2.78
411,Destiny,XOne,2014,Shooter,Activision,2.13,0.92,0,3.05
412,True Crime: Streets of LA,PS2,2003,Action,Activision,1.89,1.05,0.02,2.96
413,Wii Music,Wii,2008,Misc,Nintendo,1.36,1.13,0.46,2.95
414,Gran Turismo (PSP),PSP,2009,Racing,Sony Computer Entertainment,0.5,1.59,0.31,2.4
416,Tekken,PS,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,3.02
417,FIFA 16,XOne,2015,Sports,Electronic Arts,0.88,2.11,0,2.99
418,L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,1.27,1.33,0.12,2.72
419,Madden NFL 16,PS4,2015,Sports,Electronic Arts,2.33,0.3,0,2.63
420,Yokai Watch 2 Ganso/Honke,3DS,2014,Role-Playing,Nintendo,0.03,0,3.18,3.21
421,007: Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts,1.72,1.33,0,3.05
422,Baseball,NES,1983,Sports,Nintendo,0.73,0.1,2.35,3.18
423,Killer Instinct,SNES,1995,Fighting,Nintendo,2.26,0.72,0.12,3.1
424,WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,1.76,1.21,0.07,3.04
426,God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,1.48,1.01,0.04,2.53
430,Super Mario Maker,WiiU,2015,Platform,Nintendo,1.18,0.87,0.93,2.98
433,Rhythm Heaven,DS,2008,Misc,Nintendo,0.58,0.51,1.93,3.02
436,Animal Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,3.07
438,Sonic Rush,DS,2005,Platform,Sega,1.22,1.57,0.06,2.85
440,Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,1.89,0.99,0.03,2.91
441,FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,0.68,0,0,0.68
442,Spider-Man,PS,2000,Action,Activision,1.7,1.25,0.02,2.97
443,Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,2.14,0.86,0,3
444,Star Wars Episode I Racer,N64,1999,Racing,Nintendo,2.31,0.62,0.14,3.07
445,Personal Trainer: Cooking,DS,2006,Misc,Nintendo,0.91,1,1.03,2.94
446,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.87,0.14,2.7
448,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,2.62
449,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.82,0.03,2.84
450,FIFA 15,X360,2014,Sports,Electronic Arts,0.78,2.02,0,2.8
452,Madden NFL 2002,PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,2.67
453,World Class Track Meet,NES,1986,Sports,Namco Bandai Games,1.92,0.45,0.64,3.01
454,Borderlands 2,X360,2012,Shooter,Take-Two Interactive,1.89,0.91,0.04,2.84
455,The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,1.4,0.99,0.46,2.85
456,Donkey Kong,GB,1994,Platform,Nintendo,1.57,0.62,0.55,2.74
457,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0,2.93
458,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.94,0.86,0.03,2.83
459,Kung Fu Panda,X360,2008,Action,Activision,1.91,0.84,0,2.75
460,Far Cry 3,X360,2012,Shooter,Ubisoft,1.38,1.35,0.02,2.75
462,Saints Row 2,X360,2008,Action,THQ,1.94,0.8,0.02,2.76
463,Rayman,PS,1995,Platform,Ubisoft,1.54,1.33,0,2.87
464,Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,2.55
465,Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,1.85,1.04,0,2.89
466,Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,2.03,0.47,0.45,2.95
467,WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ,1.45,1.13,0.07,2.65
468,Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,2.38,0.32,0,2.7
469,NBA 2K13,X360,2012,Sports,Take-Two Interactive,2.6,0.21,0.01,2.82
473,Star Fox,SNES,1993,Shooter,Nintendo,1.61,0.51,0.8,2.92
474,The Sims: Livin Large,PC,2000,Misc,Electronic Arts,1.67,1.18,0,2.85
475,World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,2.54
477,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,0.47,1,1.39,2.86
478,Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,1.33,1.12,0.08,2.53
479,The Sims 4,PC,2014,Simulation,Electronic Arts,0.96,1.72,0,2.68
480,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1.58,1.01,0,2.59
481,Sonic Heroes,PS2,2003,Platform,Sega,1.04,1.37,0.06,2.47
482,Kirby Super Star Ultra,DS,2008,Platform,Nintendo,1.57,0.04,1.19,2.8
485,Wave Race 64,N64,1996,Racing,Nintendo,1.98,0.58,0.34,2.9
486,SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,2.79
487,WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ,1.45,1.11,0.04,2.6
488,inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,1.76,0.69,0.12,2.57
491,WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,0.87,1.06,0.73,2.66
493,Super Mario World 2: Yoshi's Island,GBA,2002,Platform,Nintendo,1.75,0.45,0.62,2.82
494,FIFA 14,PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,2.57
495,Titanfall,XOne,2014,Shooter,Electronic Arts,1.84,0.8,0.04,2.68
496,Sonic Mega Collection Plus,PS2,2004,Misc,Sega,1.54,1.14,0,2.68
497,Sega Superstars Tennis,X360,2008,Sports,Sega,1.75,0.86,0,2.61
498,World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,2.45
499,Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts,0.71,1.51,0.06,2.28
500,Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,2.69
501,Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,1.51,1.12,0.01,2.64
503,Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,2.77
504,Imagine: Babyz,DS,2007,Simulation,Ubisoft,1.3,1.27,0,2.57
506,Call of Duty: Ghosts,XOne,2013,Shooter,Activision,1.87,0.77,0,2.64
507,Madden NFL 13,X360,2012,Sports,Electronic Arts,2.53,0.16,0,2.69
508,The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,2.75
510,F-Zero,SNES,1990,Racing,Nintendo,1.37,0.51,0.89,2.77
511,Yoshi's Story,N64,1997,Platform,Nintendo,1.29,0.53,0.98,2.8
513,Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,1.4,1.14,0,2.54
514,FIFA 16,PS3,2015,Sports,Electronic Arts,0.4,1.98,0.05,2.43
515,Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,1.87,0.57,0.11,2.55
516,BioShock,X360,2007,Shooter,Take-Two Interactive,1.65,0.86,0.05,2.56
517,Madden NFL 10,X360,2009,Sports,Electronic Arts,2.52,0.09,0,2.61
518,Medal of Honor,PS3,2010,Shooter,Electronic Arts,1.28,1.05,0.07,2.4
519,WWE SmackDown! vs. Raw,PS2,2002,Fighting,THQ,1.32,1.08,0.04,2.44
520,Metroid Prime,GC,2002,Shooter,Nintendo,1.96,0.67,0.1,2.73
521,Finding Nemo,GBA,2003,Action,THQ,1.59,1.05,0.04,2.68
523,Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,1.05,1.25,0.03,2.33
524,Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft,1.32,1.19,0,2.51
525,WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,THQ,1.32,1.06,0.04,2.42
527,Yoshi's Island DS,DS,2006,Platform,Nintendo,1.47,0.07,1.1,2.64
528,Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment,0.29,0.2,2.13,2.62
529,Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,1.45,0.88,0.09,2.42
530,A Bug's Life,PS,1998,Platform,Sony Computer Entertainment,1.96,0.72,0,2.68
531,WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ,1.19,1.15,0.04,2.38
534,Battlefield 3,PC,2011,Shooter,Electronic Arts,0.89,1.43,0,2.32
535,NBA Street,PS2,2001,Sports,Electronic Arts,2.19,0.22,0,2.41
536,Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo,0.3,1.47,0.68,2.45
537,Monster Hunter Tri,3DS,2011,Role-Playing,Nintendo,0.46,0.29,1.96,2.71
538,Jak II,PS2,2003,Platform,Sony Computer Entertainment,1.68,0.74,0,2.42
539,inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,1.27,0.97,0.07,2.31
540,Ratchet & Clank: Going Commando,PS2,2003,Platform,Sony Computer Entertainment,1.44,0.83,0.26,2.53
541,Tekken 6,PS3,2009,Fighting,Namco Bandai Games,1.2,0.98,0.17,2.35
542,The Sims,PS2,2003,Simulation,Electronic Arts,1.41,1.12,0,2.53
543,Sonic and the Secret Rings,Wii,2007,Platform,Sega,1.24,1.2,0.04,2.48
544,Saints Row: The Third,X360,2011,Action,THQ,1.25,1.15,0.07,2.47
546,Mario Paint,SNES,1992,Misc,Nintendo,1.43,0.54,0.71,2.68
547,Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,1.07,1.31,0.06,2.44
548,Pokémon Stadium 2,N64,2000,Strategy,Nintendo,1.02,0.36,1.13,2.51
549,Metroid,NES,1986,Action,Nintendo,1.33,0.31,1.04,2.68
550,L.A. Noire,X360,2011,Adventure,Take-Two Interactive,1.52,0.94,0.02,2.48
551,Call of Duty 3,X360,2006,Shooter,Activision,1.49,0.93,0.02,2.44
552,The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,1.75,0.52,0.33,2.6
555,Mario Party,N64,1998,Misc,Nintendo,1.25,0.53,0.87,2.65
556,Madden NFL 12,X360,2011,Sports,Electronic Arts,2.42,0.11,0,2.53
558,Madden NFL 11,X360,2010,Sports,Electronic Arts,2.38,0.12,0,2.5
559,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo,1.63,0.52,0.35,2.5
560,Skate 3,X360,2010,Sports,Electronic Arts,1.46,0.98,0,2.44
561,Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,1.23,1.11,0,2.34
563,Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,0.69,1.41,0.04,2.14
566,Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,1.48,0.92,0.01,2.41
567,Guitar Hero: World Tour,X360,2008,Misc,Activision,1.78,0.64,0,2.42
568,Medal of Honor,PS,1998,Shooter,Electronic Arts,1.44,1.09,0,2.53
571,Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,1.15,1.11,0,2.26
572,Skylanders Giants,Wii,2012,Action,Activision,1.56,0.88,0,2.44
573,Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,0.86,1.11,0.01,1.98
574,Super Mario Bros.: The Lost Levels,NES,1986,Platform,Nintendo,0,0,2.65,2.65
575,Star Wars: Shadows of the Empire,N64,1996,Action,Nintendo,2,0.5,0.12,2.62
577,Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive,2,0.47,0.02,2.49
578,Pac-Man: Adventures in Time,PSP,2006,Fighting,Sony Computer Entertainment,0.76,1.1,0.12,1.98
580,God of War Collection,PS3,2009,Action,Sony Computer Entertainment,1.7,0.46,0.06,2.22
581,ESPN NFL 2K5,PS2,2004,Sports,Sega,2.15,0.12,0,2.27
582,Mario Strikers Charged,Wii,2007,Sports,Nintendo,1.07,1.06,0.24,2.37
583,Medal of Honor,X360,2010,Shooter,Electronic Arts,1.55,0.81,0.04,2.4
584,FIFA Soccer 10,X360,2009,Sports,Electronic Arts,0.59,1.79,0.01,2.39
585,NBA 2K12,X360,2011,Sports,Take-Two Interactive,2.31,0.14,0.01,2.46
586,Style Savvy,DS,2008,Simulation,Nintendo,0.63,0.84,0.96,2.43
587,Harry Potter and the Chamber of Secrets,PS2,2002,Action,Electronic Arts,0.9,1.22,0.04,2.16
588,Super Mario All-Stars: Limited Edition,Wii,2010,Platform,Nintendo,1.02,0.52,0.92,2.46
589,Streets of Rage,GEN,1990,Action,Sega,1.86,0.55,0.11,2.52
590,FIFA Soccer 09,PS3,2008,Sports,Electronic Arts,0.48,1.63,0.04,2.15
591,Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,Sony Computer Entertainment,0.93,1.12,0.08,2.13
592,NBA Live 2005,PS2,2004,Sports,Electronic Arts,2.03,0.21,0,2.24
593,LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment,0.64,1.24,0.01,1.89
594,Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,0.89,1.33,0.07,2.29
595,Ghostbusters: The Video Game (DS Version),X360,2009,Action,Take-Two Interactive,1.04,1.24,0.03,2.31
597,WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ,1.4,0.88,0.03,2.31
598,Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,Sony Computer Entertainment,1.31,0.74,0.31,2.36
599,Art Academy,DS,2010,Misc,Nintendo,0.28,1.68,0.33,2.29
600,Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,1.76,0.56,0.03,2.35
601,Madden NFL 08,PS2,2007,Sports,Electronic Arts,2.14,0.08,0,2.22
602,Sonic Adventure 2 Battle,GC,2001,Platform,Sega,1.7,0.59,0.21,2.5
604,Madden NFL 13,PS3,2012,Sports,Electronic Arts,2.11,0.23,0,2.34
605,Pokémon Colosseum,GC,2003,Role-Playing,Nintendo,1.21,0.57,0.7,2.48
606,Deca Sports,Wii,2008,Sports,Konami Digital Entertainment,1.13,0.87,0.29,2.29
607,Madden NFL 09,X360,2008,Sports,Electronic Arts,2.21,0.12,0,2.33
610,Perfect Dark,N64,2000,Action,Nintendo,1.55,0.75,0.16,2.46
614,Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,2.29,0.02,0,2.31
615,PES 2009: Pro Evolution Soccer,PS2,2008,Sports,Konami Digital Entertainment,0.13,0.07,0.26,0.46
616,Mario Party 2,N64,1999,Misc,Nintendo,1.28,0.14,1.08,2.5
617,Saints Row: The Third,PS3,2011,Action,THQ,0.86,1.06,0.18,2.1
618,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,Action,Take-Two Interactive,1.84,0.56,0,2.4
621,Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment,1.15,0.85,0.1,2.1
624,NBA 2K13,PS3,2012,Sports,Take-Two Interactive,1.72,0.44,0.05,2.21
625,Rock Band,X360,N/A,Misc,Electronic Arts,1.93,0.34,0,2.27
626,NBA 2K14,X360,2013,Sports,Take-Two Interactive,2.1,0.2,0,2.3
627,Mario Party 4,GC,2002,Misc,Nintendo,1.13,0.36,0.92,2.41
628,uDraw Studio,Wii,2010,Misc,THQ,1.67,0.58,0,2.25
629,Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive,1.55,0.54,0.05,2.14
632,Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment,2.12,0.25,0,2.37
633,Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios,1.44,0.73,0.04,2.21
634,Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,0.87,0.98,0,1.85
635,The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts,1.07,1.19,0,2.26
637,Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,1.56,0.61,0.02,2.19
638,Sonic Adventure,DC,1998,Platform,Sega,1.26,0.61,0.46,2.33
639,Ice Hockey,NES,1988,Sports,Nintendo,1.27,0.32,0.78,2.37
640,pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment,0.29,1.18,0.54,2.01
642,ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment,2.07,0.26,0,2.33
644,Minecraft,XOne,2014,Misc,Microsoft Game Studios,1.43,0.76,0,2.19
645,Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts,0.69,0,0.04,0.73
646,Madden NFL 16,XOne,2015,Sports,Electronic Arts,2.07,0.08,0,2.15
648,Pro Wrestling,NES,1987,Fighting,Nintendo,0.77,0.18,1.42,2.37
649,Theme Hospital,PC,1997,Strategy,Electronic Arts,2.3,0.1,0,2.4
650,Frogger's Adventures: Temple of the Frog,GBA,N/A,Adventure,Konami Digital Entertainment,2.15,0.18,0,2.33
651,Need for Speed (2015),PS4,2015,Racing,Electronic Arts,0.49,1.49,0.05,2.03
660,Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,1.73,0.46,0.02,2.21
661,WCW/nWo Revenge,N64,1998,Fighting,THQ,1.94,0.39,0.03,2.36
662,Bloodborne,PS4,2015,Action,Sony Computer Entertainment,1,0.76,0.26,2.02
663,NBA 2K15,PS4,2014,Sports,Take-Two Interactive,1.46,0.54,0.01,2.01
664,Madden NFL 11,PS3,2010,Sports,Electronic Arts,2.04,0.15,0,2.19
665,Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Misc,Konami Digital Entertainment,1.16,0.91,0,2.07
666,Madden NFL 08,X360,2007,Sports,Electronic Arts,2.18,0.01,0,2.19
668,The Incredibles,PS2,2004,Action,THQ,0.96,1.08,0.04,2.08
669,Tony Hawk's Underground 2,PS2,2004,Sports,Activision,1.25,0.86,0.01,2.12
670,Madden NFL 10,PS3,2009,Sports,Electronic Arts,2.03,0.13,0,2.16
671,Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios,1.38,0.74,0.02,2.14
672,Kirby's Dream Land 2,GB,1995,Platform,Nintendo,0.69,0.14,1.48,2.31
674,Donkey Kong Land II,GB,1996,Platform,Nintendo,1.39,0.48,0.4,2.27
676,Midnight Club: Los Angeles,X360,2008,Racing,Take-Two Interactive,1.68,0.46,0.01,2.15
677,Skylanders SWAP Force,Wii,2013,Platform,Activision,1.32,0.83,0,2.15
678,WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ,0.92,0,0.01,0.93
679,My Fitness Coach,Wii,2008,Sports,Ubisoft,1.2,0.9,0,2.1
681,The Sims 3,X360,2010,Simulation,Electronic Arts,1.27,0.86,0,2.13
682,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo,1.14,0.54,0.47,2.15
683,NBA 2K16,XOne,2015,Sports,Take-Two Interactive,1.93,0.14,0,2.07
684,Just Dance Kids,Wii,2010,Misc,Ubisoft,1.57,0.56,0,2.13
685,Mario Tennis,N64,2000,Sports,Nintendo,0.78,0.4,1.06,2.24
686,Grand Theft Auto,PS,1997,Action,Take-Two Interactive,0.79,1.35,0.04,2.18
687,James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts,0.85,1.06,0.09,2
688,WarioWare Touched!,DS,2004,Puzzle,Nintendo,0.52,0.45,1.21,2.18
689,Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts,1.58,0.64,0,2.22
694,Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo,0.95,0.54,0.62,2.11
697,God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment,1.23,0.68,0.04,1.95
698,Need for Speed Underground 2,XB,2004,Racing,Electronic Arts,1.38,0.8,0,2.18
699,Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment,0.3,1.27,0.46,2.03
700,Just Dance 2015,Wii,2014,Misc,Ubisoft,1.11,0.98,0,2.09
702,Mario Bros.,NES,1983,Platform,Nintendo,0.51,0.12,1.63,2.26
703,FIFA Soccer 09,PS2,2008,Sports,Electronic Arts,0.38,0.07,0.01,0.46
705,Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,1.05,0.77,0.1,1.92
707,Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo,1.12,0.39,0.64,2.15
708,Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega,1.34,0.62,0,1.96
709,Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,1.07,0.92,0.04,2.03
710,Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo,1.22,0.1,0.91,2.23
711,Wario Land 4,GBA,2001,Platform,Nintendo,0.9,0.73,0.54,2.17
712,Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,1.4,0.54,0.02,1.96
713,Call of Duty 3,Wii,N/A,Shooter,Activision,1.19,0.84,0,2.03
718,Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,1.48,0.25,0.46,2.19
719,Madden NFL 12,PS3,2011,Sports,Electronic Arts,1.93,0.15,0,2.08
720,Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,0.67,0.41,1.05,2.13
722,Sonic Advance,GBA,2001,Platform,Sega,1.19,0.71,0.22,2.12
724,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,Konami Digital Entertainment,1.74,0.25,0.21,2.2
725,LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision,1.42,0.61,0,2.03
726,Dance Dance Revolution X2,PS2,2009,Simulation,Konami Digital Entertainment,1.09,0.85,0,1.94
727,New Super Luigi U,WiiU,2013,Platform,Nintendo,1.27,0.62,0.18,2.07
728,Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft,0.88,1.03,0,1.91
730,The Legend of Zelda: Link's Awakening DX,GB,1998,Adventure,Nintendo,1,0.63,0.45,2.08
731,Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts,1.03,0.98,0,2.01
732,BioShock 2,X360,2010,Shooter,Take-Two Interactive,1.45,0.55,0.02,2.02
733,Assassin's Creed IV: Black Flag,XOne,2013,Action,Ubisoft,1.47,0.55,0,2.02
735,Rock Band 2,X360,2008,Misc,Electronic Arts,1.78,0.24,0,2.02
737,Guitar Hero II,X360,2007,Misc,Activision,2.01,0.02,0,2.03
738,Wario Land 3,GB,2000,Platform,Nintendo,1.11,0.51,0.34,1.96
739,Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai Games,0.15,0,2.05,2.2
740,Sonic Unleashed,Wii,2008,Platform,Sega,1.28,0.68,0.02,1.98
742,Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment,0.34,0.97,0.55,1.86
743,Saints Row,X360,2006,Action,THQ,1.17,0.78,0.02,1.97
